UserId,ItemId,CategoryId,Clicked,Purchased,Relevance,Novelty,Pur_diversity,Rec_diversity,Unexpectedness,Serendipity,Timeliness,User satisfaction,Purchase intention,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
8281,13003930,9,0,0,4,1,3,2,2,1,4,3,3,2,2,3,4,3,2,3,3,3,1,2,2,3,2,3,5,5,3,5,3
18301,14279353,537,0,0,1,4,5,4,2,3,2,3,1,4,3,2,3,2,3,2,2,2,3,3,3,1,5,3,1,6,6,4,6
23215,4465041,100,0,0,2,3,5,2,2,2,4,2,2,3,2,3,2,3,3,2,2,2,4,1,3,2,6,4,7,7,3,3,5
16555,6826312,1581,0,0,4,1,4,4,3,1,4,3,4,2,3,1,4,3,2,1,3,2,5,2,4,7,4,4,7,5,4,7,4
21446,13819036,1581,0,0,4,3,2,3,2,4,4,3,3,4,3,4,3,3,3,3,1,1,1,4,2,4,2,3,5,6,3,5,5
22453,11385688,1581,0,0,4,1,3,3,1,1,2,3,1,4,3,1,3,4,1,1,5,2,2,1,7,5,5,7,7,7,1,2,7
25174,4586782,1581,0,0,4,4,3,3,4,4,4,3,2,3,2,2,2,2,2,2,4,4,3,3,5,6,4,4,7,7,6,6,4
19159,2653146,8,0,0,1,1,4,2,3,1,1,1,1,3,3,3,3,3,2,2,2,2,3,6,3,6,5,5,1,7,1,5,1
6835,12281461,8,0,0,5,4,4,2,3,5,3,4,5,4,4,2,3,4,2,3,1,2,1,2,4,6,6,2,7,7,1,5,6
15872,14168497,8,0,0,4,2,4,4,1,3,2,3,4,3,2,2,3,3,2,4,1,4,2,5,3,7,4,5,4,6,6,6,6
17845,13746483,8,0,0,1,3,3,5,5,1,1,1,1,3,5,4,3,2,2,1,2,3,1,1,1,3,7,4,3,5,7,4,6
24859,4940387,8,0,0,1,2,4,4,4,1,1,3,1,5,3,4,2,3,2,1,3,2,1,2,3,6,6,5,7,7,3,5,2
7786,14274646,310,0,0,4,3,4,2,4,3,2,2,1,1,3,3,3,2,3,3,2,3,3,3,4,5,3,3,5,6,2,5,5
1823,11219929,2038,0,0,2,5,1,4,5,2,2,2,2,2,2,4,2,2,2,2,3,3,4,5,5,5,2,5,2,6,3,5,4
6968,10428080,2038,0,0,4,4,4,3,3,4,4,3,4,2,2,3,3,3,2,3,3,3,2,5,5,6,3,3,5,6,3,6,1
717,9438004,2038,0,0,4,2,4,2,4,4,4,3,2,4,3,2,2,2,3,3,2,3,2,5,2,6,2,2,2,7,2,6,6
3682,9097230,2038,0,0,5,4,1,4,4,4,5,4,5,3,5,3,2,5,1,1,2,3,1,3,2,7,7,3,7,7,5,5,5
15155,8952413,2038,0,0,4,4,3,2,1,1,2,3,3,4,2,2,4,3,4,3,2,1,1,2,5,5,2,5,3,6,5,4,3
18075,11774899,2038,0,0,2,2,5,4,1,1,2,3,1,4,2,3,3,5,1,2,2,2,2,2,2,6,2,3,6,7,5,5,3
18737,7614183,2038,0,0,4,5,5,4,5,5,5,5,3,5,2,2,1,5,1,2,5,2,1,5,3,7,3,5,1,1,1,7,1
20992,3131090,2038,0,0,4,4,4,5,5,4,4,4,4,2,1,4,2,4,2,3,2,3,3,5,5,5,3,5,3,6,1,5,3
20587,13803703,2046,0,0,4,3,3,4,3,2,2,3,2,2,3,4,3,4,3,4,1,1,1,6,1,2,2,4,1,6,5,4,3
16514,12776923,2037,0,0,2,4,3,3,5,1,1,3,1,2,1,3,5,2,4,5,1,2,1,4,3,4,5,2,3,5,5,3,7
20185,3887659,2037,0,0,5,5,5,2,4,4,4,4,3,3,1,5,5,5,3,1,1,1,1,5,3,7,2,5,4,7,5,5,6
23482,13037036,2037,0,0,4,2,3,3,1,1,3,3,4,2,2,3,3,3,3,3,1,2,4,2,3,3,4,4,5,5,4,5,4
25275,13422203,2037,0,0,1,2,5,4,4,2,2,2,1,4,3,2,4,3,1,2,3,3,1,5,3,5,2,5,6,6,1,7,2
11313,4127525,8354,0,0,2,1,4,2,1,3,2,3,4,3,1,3,4,2,3,3,1,2,4,5,4,5,2,5,4,4,6,2,2
12317,3596693,3598,0,0,5,2,3,4,4,4,5,3,3,3,3,3,3,4,3,1,2,3,1,3,3,6,5,6,5,7,2,3,6
7944,5269692,5811,0,0,1,5,3,3,3,3,3,1,1,2,1,2,5,5,3,2,1,2,3,6,6,7,6,6,3,5,1,5,4
12628,8230723,5816,0,0,2,2,4,3,5,2,1,3,1,3,2,4,3,3,2,1,2,3,3,5,4,5,3,4,2,6,5,4,4
24794,6391946,5167,0,0,1,1,2,3,5,1,1,3,1,5,3,3,4,3,2,1,2,2,1,3,3,3,7,4,6,6,6,1,2
18805,10129896,5832,0,0,4,3,3,3,3,5,1,3,2,3,2,3,3,4,3,3,1,3,1,5,3,2,6,4,5,7,7,2,5
2098,2221117,6040,0,0,3,1,1,1,4,1,1,2,1,2,2,2,2,3,3,3,3,4,2,2,5,4,5,5,6,4,4,5,2
7965,2226248,1046,0,0,4,4,3,2,4,4,5,3,4,3,1,3,4,4,3,3,2,2,1,3,5,6,6,6,7,7,1,7,1
6606,9594206,4422,0,0,4,4,4,2,4,3,4,3,3,4,3,3,3,3,2,2,2,2,2,5,4,4,3,5,4,7,1,5,3
8104,1461550,908,0,0,1,1,5,5,5,1,1,3,1,2,2,3,4,3,3,3,2,2,2,5,3,7,1,5,3,6,3,5,3
4879,4450033,6674,0,0,4,4,5,1,5,4,1,3,3,2,2,4,2,5,1,3,1,2,4,5,5,5,4,5,5,5,6,5,5
25221,9408869,10977,0,0,5,5,3,5,5,3,4,4,4,4,3,4,1,5,2,1,3,2,1,3,5,6,1,6,7,7,2,3,1
18027,7498019,350,0,0,5,5,3,1,5,5,5,4,4,5,4,3,3,3,2,3,1,1,1,5,6,6,5,5,5,5,4,5,5
14192,3802936,8753,0,0,4,4,4,2,4,5,4,4,4,2,2,2,2,3,3,3,4,3,2,5,5,4,5,6,3,5,5,3,5
13495,10669652,9449,0,0,4,4,3,4,3,4,4,3,2,2,3,3,4,3,2,3,1,2,3,5,3,5,5,3,5,6,6,5,5
8273,4899185,8546,0,0,4,1,5,4,1,1,1,3,3,3,3,2,3,4,4,2,2,1,2,3,5,2,7,3,3,7,7,3,7
7399,2967792,388,0,0,2,1,4,5,4,2,2,2,1,4,3,3,2,3,4,3,1,2,1,2,6,3,6,3,3,6,3,2,2
5607,14114778,8521,0,0,2,3,3,2,3,2,3,3,3,2,3,4,3,4,2,2,2,2,2,3,2,6,2,4,2,7,5,3,3
18368,6561687,8310,0,0,2,4,4,4,2,3,3,3,1,2,1,2,3,4,2,4,3,3,2,6,6,5,6,3,2,6,5,3,6
2816,11756901,1548,0,0,3,3,3,2,3,2,3,3,4,2,3,3,3,3,2,5,3,1,1,5,5,7,5,6,3,7,1,5,5
5356,6851034,1548,0,0,5,3,5,3,5,5,5,5,5,5,3,3,3,4,3,1,1,1,2,4,5,7,7,4,3,6,3,3,4
17268,13494271,1548,0,0,4,4,4,5,4,1,1,3,4,3,3,4,2,4,3,3,1,2,1,5,5,2,4,3,6,6,1,5,1
17556,11423363,8817,0,0,3,1,4,1,2,2,2,3,3,3,2,4,3,3,4,2,3,1,1,4,5,6,6,4,2,6,7,4,3
2174,6890816,352,0,0,4,5,4,3,4,4,3,3,2,4,3,4,1,5,1,3,1,3,1,1,3,6,3,4,6,6,7,5,4
4734,4098359,8185,0,0,4,1,1,2,4,4,4,4,4,3,2,5,3,4,2,2,2,2,1,5,2,6,2,5,2,6,2,6,5
18538,3309468,1857,0,0,5,1,3,3,1,1,2,3,3,2,2,1,3,4,4,2,4,2,2,4,5,7,1,5,1,5,1,4,1
20212,11147546,1856,0,0,4,4,3,4,2,2,4,3,3,2,2,3,3,3,3,3,3,3,1,2,5,7,6,5,6,6,2,6,5
20494,1377080,1856,0,0,3,4,3,2,2,3,2,3,2,3,4,2,3,2,3,2,2,2,3,2,5,3,5,5,4,5,5,5,3
4624,6799282,1860,0,0,4,1,3,2,1,4,4,3,4,3,2,2,3,3,3,2,2,3,3,5,5,6,6,4,3,4,4,4,4
11043,11329647,8751,0,0,5,4,2,2,4,5,5,4,4,3,2,3,3,4,2,2,1,3,3,3,2,2,1,3,6,7,6,5,5
13779,2958904,1867,0,0,1,2,4,2,1,1,1,3,1,5,1,4,3,4,3,2,1,2,1,6,1,7,2,6,1,7,4,2,1
18191,12859220,1867,0,0,5,2,4,3,1,4,1,4,3,2,1,4,4,5,2,3,1,3,1,1,1,5,5,6,6,7,6,3,5
21456,4781371,1867,0,0,2,2,1,5,3,1,2,1,1,2,2,2,2,3,3,3,3,3,3,5,4,6,5,6,6,6,3,5,2
16648,4603439,1866,0,0,5,5,3,2,1,5,4,3,4,3,3,3,3,5,2,3,1,2,1,3,1,3,5,4,7,7,7,5,3
13744,5576378,1871,0,0,3,4,5,3,1,2,2,3,2,4,2,3,4,4,3,3,1,1,1,4,2,6,4,5,4,7,4,4,2
24397,72195,2964,0,0,4,4,4,2,4,1,2,3,4,5,2,3,2,3,2,3,1,2,3,5,7,6,2,5,5,6,2,6,1
16713,2886386,2845,0,0,4,2,2,2,2,3,4,3,3,4,3,2,2,3,3,2,3,3,1,5,6,6,3,3,4,6,2,6,2
8960,10466439,7,0,0,4,3,3,3,5,3,1,3,2,4,2,3,3,3,3,3,2,2,1,6,2,5,5,6,6,7,6,3,1
9164,10543551,7,0,0,5,5,4,1,3,2,4,4,4,4,1,3,2,5,1,3,4,2,1,1,5,6,6,4,3,6,2,5,6
9791,12997592,7,0,0,4,3,3,2,3,4,4,3,3,2,3,2,5,2,2,2,3,3,2,3,4,3,3,5,3,4,6,5,4
9819,10083123,7,0,0,2,1,4,4,2,2,1,3,1,2,3,3,3,2,2,2,3,3,3,3,5,5,3,3,5,7,1,6,2
15749,3019356,7,1,0,4,2,4,2,1,2,4,4,3,2,3,2,2,2,3,3,3,3,3,2,3,5,5,4,5,6,3,3,3
23589,6576307,8770,0,0,2,2,3,4,5,2,1,3,1,4,3,3,3,2,2,2,3,2,2,2,6,7,2,6,3,7,5,5,5
25082,6572006,7769,0,0,3,2,2,3,1,2,2,3,3,4,4,3,2,3,1,1,5,2,1,6,1,7,1,5,7,7,1,7,7
4146,9177290,8700,0,0,4,2,4,2,4,4,4,4,4,3,3,2,3,3,2,2,3,3,2,6,5,5,2,5,3,6,3,3,3
17450,3143491,1781,0,0,5,1,5,1,1,1,1,5,5,5,5,1,5,1,5,1,1,1,1,1,7,7,7,1,7,7,7,6,7
4630,10595406,1254,0,0,2,3,4,3,4,3,2,3,2,2,3,4,2,4,2,2,2,2,3,3,6,6,5,5,3,6,3,3,5
561,6106866,7971,0,0,2,2,2,2,4,4,5,4,3,4,4,2,3,3,2,2,2,2,2,3,6,5,7,6,2,2,2,2,2
17002,5182750,4345,0,0,1,1,2,1,5,1,4,3,4,5,1,3,5,2,3,2,1,2,2,7,1,1,1,7,1,7,1,5,1
4994,11791977,2409,0,0,4,4,3,4,4,2,2,3,3,2,3,2,3,3,3,3,2,3,2,3,5,5,6,5,6,6,6,3,3
8536,12479459,2408,0,0,4,5,4,2,4,4,5,4,4,5,3,5,2,4,1,1,1,2,2,2,5,7,5,6,3,7,1,6,6
22696,13835666,2408,0,0,4,2,3,5,2,1,2,3,1,3,2,3,3,3,3,2,3,3,1,2,1,3,1,1,5,5,5,5,3
468,2685758,2408,0,0,2,1,2,2,5,1,1,2,1,4,3,3,4,3,3,2,1,2,1,5,5,3,4,5,5,6,3,6,2
7840,10481693,1408,1,0,1,1,5,5,5,1,1,1,1,3,1,3,3,3,3,5,1,3,1,3,5,1,7,7,7,7,7,4,7
762,10223656,1074,0,0,3,2,4,4,3,2,3,2,1,3,3,2,3,3,3,3,2,2,2,3,2,5,5,4,4,5,3,3,3
1254,6872457,2018,0,0,4,3,4,2,2,3,5,3,3,2,2,2,4,4,2,2,2,2,4,4,4,6,6,6,2,5,6,4,4
19557,10953268,2018,0,0,5,3,5,3,2,3,5,4,3,2,3,3,3,4,2,2,3,3,1,4,6,5,7,6,5,6,6,4,5
20811,10944865,2018,0,0,4,2,3,1,1,1,1,3,1,4,2,2,3,4,4,3,1,1,2,5,5,5,3,4,3,6,5,3,5
10390,2740142,6497,0,0,1,1,5,5,5,2,1,1,1,3,2,2,4,4,2,4,2,1,2,3,2,7,6,5,5,7,5,5,5
9944,2306436,6616,0,0,5,2,4,3,3,3,4,5,1,2,2,2,2,3,3,2,2,3,5,5,5,5,4,3,5,7,3,5,4
24615,3716454,2155,0,0,2,4,4,4,2,2,4,3,1,1,2,2,3,3,3,3,3,3,3,3,4,5,4,6,6,7,7,6,1
596,6827885,1908,0,0,4,4,4,3,3,4,3,4,4,2,3,2,3,2,3,3,3,3,2,3,5,5,5,4,4,2,2,2,4
2407,5482096,1908,0,0,2,3,2,5,1,1,1,1,1,1,1,3,1,3,4,4,3,3,3,3,1,5,4,4,6,5,5,5,5
19033,7562989,1908,0,0,4,2,4,3,2,2,2,3,3,1,4,5,2,5,3,1,1,3,1,2,2,3,3,5,6,7,5,3,3
21470,14188828,293,0,0,1,2,3,4,3,1,1,2,1,2,1,3,4,4,1,3,3,3,2,6,7,6,4,6,6,6,6,4,3
3710,13731565,293,0,0,4,3,4,1,5,5,5,4,4,3,4,5,2,2,1,1,4,3,1,1,7,7,7,3,7,7,1,3,5
13640,7033129,293,0,0,4,1,4,2,1,4,1,3,3,1,3,3,5,3,3,2,1,3,2,5,5,4,3,5,4,2,2,5,1
17563,11561977,293,0,0,5,5,5,3,4,4,4,5,5,5,2,2,3,3,3,2,2,3,1,5,3,7,3,5,2,5,2,5,2
19204,3159391,293,0,0,4,2,3,3,1,1,2,3,3,2,3,4,4,5,1,2,1,1,3,3,1,3,7,6,5,6,3,5,5
9731,273174,1901,0,0,4,4,4,5,4,1,1,3,1,2,2,4,5,3,2,1,1,3,3,5,5,5,5,5,1,7,5,3,2
15571,6963784,1763,0,0,4,3,4,2,1,2,2,4,2,3,3,4,4,4,3,1,1,2,1,1,4,7,6,6,6,4,7,4,7
21777,8840153,1898,0,0,4,4,4,2,2,2,4,3,4,3,2,4,4,4,1,2,1,3,2,5,1,5,1,5,6,7,3,6,5
9379,2682439,1911,0,0,1,1,3,5,1,1,1,1,1,1,1,4,2,5,1,4,1,5,2,4,3,7,5,6,1,7,1,2,5
21727,12060781,1909,0,0,1,1,1,5,3,2,3,2,4,3,1,3,3,3,3,3,3,3,1,7,6,6,1,3,1,7,1,7,2
24336,7600080,1764,0,0,1,1,1,4,2,1,1,1,5,1,1,2,2,2,4,5,4,3,2,7,5,6,6,5,6,7,4,7,6
9454,5315640,346,0,0,4,4,4,1,4,3,4,3,3,4,2,5,2,2,2,2,2,2,3,1,1,7,5,5,7,7,5,5,7
17179,12078234,6946,0,0,3,2,4,2,4,1,1,3,1,3,2,4,5,5,2,1,2,1,1,6,1,4,5,4,3,7,7,1,1
18740,7497665,6946,0,0,2,2,3,2,2,3,3,3,1,4,2,2,2,4,2,2,2,3,3,6,1,4,1,6,1,4,1,5,2
23400,12794644,6948,0,0,2,4,4,4,3,4,2,3,1,4,1,3,3,2,3,3,1,2,4,3,6,3,2,6,5,6,6,5,3
10176,13387910,1910,0,0,1,1,5,3,4,2,1,2,1,3,1,3,2,4,2,2,2,5,2,6,5,3,6,5,1,7,6,4,4
25265,12571490,1910,0,0,2,2,4,3,5,2,3,3,2,1,3,4,3,3,1,3,3,3,2,2,4,5,4,3,5,6,5,5,6
6115,9503748,1910,0,0,4,4,4,4,3,2,4,4,5,3,4,4,2,2,1,3,1,5,1,2,1,7,1,7,7,7,2,7,6
9969,13168778,1910,0,0,2,1,4,4,1,1,1,3,1,2,2,3,4,5,2,3,1,1,3,6,1,3,5,5,1,5,3,3,5
14839,12689062,1910,0,0,4,4,4,3,4,2,5,4,3,4,4,3,2,3,2,2,2,2,2,6,5,5,5,5,2,6,4,4,4
18881,10594778,1910,0,0,4,4,4,4,4,3,4,4,5,2,2,3,4,4,2,2,2,3,2,6,5,7,3,6,3,6,3,5,5
20288,12535358,1910,0,0,5,4,2,5,3,1,4,3,1,4,1,5,3,4,2,1,1,3,2,1,1,2,3,1,3,7,6,5,4
21940,10378996,1910,0,0,4,1,3,3,5,3,1,2,1,3,4,2,1,1,2,4,3,2,4,5,5,6,5,3,2,3,6,6,7
13236,9035350,1761,0,0,1,1,5,5,5,1,1,1,1,3,1,3,3,3,1,4,4,3,1,1,1,7,1,1,6,6,1,7,7
3246,12493725,1761,0,0,4,2,4,4,2,2,4,3,4,5,3,2,2,2,2,2,2,3,3,4,5,5,5,5,5,5,5,4,3
13776,14031541,1761,0,0,2,2,1,5,2,2,2,1,2,3,3,3,3,3,3,2,2,3,1,6,2,2,2,5,1,6,6,4,6
11704,12431953,1762,0,0,4,4,2,5,4,4,3,3,4,2,3,4,4,5,2,1,2,2,1,4,1,7,5,4,3,7,1,7,3
12508,10434944,1762,0,0,3,2,2,4,4,2,2,3,1,2,2,3,4,2,3,3,3,3,1,6,4,4,5,3,5,6,5,5,6
15586,12789460,1762,0,0,2,2,3,4,2,2,2,3,1,3,4,2,2,2,3,2,3,3,2,3,5,3,4,5,3,4,5,3,4
2150,9581908,16,0,0,4,4,5,3,4,4,2,3,1,3,2,3,2,3,3,3,2,2,3,2,5,6,4,6,2,7,4,7,6
10313,13576236,16,0,0,3,2,4,2,2,2,2,2,2,2,3,4,3,4,2,2,2,3,1,3,1,3,2,3,4,7,2,5,3
16203,6838551,16,0,0,1,3,1,2,3,1,1,3,1,2,2,2,3,4,4,2,2,3,2,2,4,5,5,6,4,7,2,5,5
16738,9603119,16,0,0,2,2,2,4,3,1,1,3,1,4,3,3,3,3,3,2,2,2,1,2,1,4,4,4,5,5,7,6,6
13972,3214616,1803,0,0,2,1,3,3,1,1,1,1,1,5,3,2,3,3,4,3,1,1,1,2,1,2,5,6,4,7,7,3,7
24021,7444141,1803,0,0,4,4,2,2,1,4,2,3,1,2,2,4,3,4,2,3,2,2,2,7,5,6,2,5,2,7,1,6,5
7763,307487,1799,0,0,5,5,4,2,5,4,4,5,5,4,2,2,4,4,3,3,1,1,2,5,5,4,5,6,6,7,2,3,6
7377,12398521,1804,0,0,5,4,4,3,3,3,4,3,5,3,2,3,3,3,2,2,2,2,4,7,5,6,5,4,3,6,1,5,4
2399,11814144,1801,0,0,4,1,2,2,5,4,4,4,4,4,2,3,3,4,1,1,1,2,5,6,3,7,4,1,5,7,5,5,7
11007,6722299,1801,0,0,4,4,4,2,4,4,5,3,4,3,3,3,4,3,2,3,2,2,1,1,1,6,3,3,5,5,5,5,5
7400,3562077,2922,0,0,4,4,3,4,2,4,4,3,4,2,3,3,2,4,3,2,2,2,3,5,5,3,5,6,5,7,6,4,5
3400,9560579,1796,0,0,4,2,4,5,4,4,1,3,1,4,3,4,3,3,1,2,1,3,2,5,3,5,2,6,6,7,1,6,1
4072,12405637,1807,0,0,4,4,3,2,3,4,3,4,4,2,2,3,3,3,3,3,3,2,2,5,4,5,4,4,3,4,3,4,4
8559,11480284,1796,0,0,4,3,4,2,1,1,2,3,4,2,3,4,4,5,1,1,1,4,1,3,6,7,6,6,3,7,3,6,5
16883,11044992,1796,0,0,4,4,4,2,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,4,4,4,4,3,4,4
16946,6720711,1807,0,0,5,5,5,3,5,5,5,5,3,5,3,2,2,3,2,2,2,3,2,7,3,5,3,3,7,7,1,3,3
9072,3510908,9131,0,0,1,1,5,5,5,1,1,1,1,1,2,2,4,5,2,2,4,2,2,6,6,2,7,7,2,7,5,2,2
10554,4316064,8881,0,0,3,4,2,1,2,2,2,3,2,1,2,1,4,3,2,4,4,3,2,4,4,4,3,3,2,3,3,4,4
357,6098532,8967,0,0,4,2,4,3,3,2,5,3,2,4,3,2,4,4,3,2,1,2,1,3,4,3,3,6,2,7,5,6,4
4515,13677465,7493,0,0,4,4,1,2,5,4,5,4,5,2,3,4,2,5,2,2,1,3,2,7,3,7,6,5,2,7,1,5,1
5416,9054234,8649,0,0,4,3,4,4,4,2,1,4,3,2,3,2,3,3,3,1,2,4,3,6,5,7,4,5,5,7,6,7,2
19689,10698837,2125,0,0,1,3,1,5,1,1,1,1,1,3,2,2,2,5,2,2,2,4,2,5,4,7,7,7,4,5,3,2,2
13962,14187566,2121,0,0,1,4,4,5,3,1,1,2,1,4,3,2,2,4,2,2,3,2,2,5,5,2,2,5,3,4,6,4,2
18127,776666,2123,0,0,1,3,2,5,5,1,1,1,1,1,2,4,3,3,2,3,3,4,1,7,7,7,6,5,7,6,3,7,2
12659,14285015,8689,0,0,4,2,2,3,2,1,1,3,3,3,2,3,2,4,2,3,2,4,1,3,5,3,5,5,5,4,4,4,4
25312,13084346,8689,0,0,1,2,5,3,5,1,1,1,1,4,3,4,4,4,2,1,1,2,1,4,2,2,4,4,4,4,5,4,5
8993,11730097,8689,0,0,2,1,2,5,1,1,2,1,1,5,3,2,4,2,4,2,1,2,1,2,4,4,3,4,6,7,5,5,5
9641,5172603,2036,0,0,1,1,5,5,3,1,1,1,1,2,3,3,4,3,3,3,2,2,1,3,3,7,5,6,7,6,5,6,6
13936,5239391,2036,0,0,4,2,4,2,4,4,4,5,5,4,3,3,3,3,3,3,2,1,1,7,1,5,1,4,1,7,1,1,7
7031,942177,2035,0,0,4,2,3,3,3,2,4,3,4,4,2,2,2,3,3,3,3,2,2,6,5,5,5,5,1,5,4,4,5
13793,13501213,2035,0,0,2,1,1,5,1,1,4,3,1,3,2,3,3,3,3,3,2,3,1,4,3,4,3,2,3,3,4,4,4
14176,10988127,2035,0,0,1,1,5,3,5,1,1,1,1,3,3,4,4,4,1,3,1,1,2,3,5,7,6,3,7,7,6,7,6
14914,11466749,2035,0,0,2,2,4,3,1,3,1,4,3,3,3,2,2,3,2,4,1,3,3,3,3,5,2,3,6,6,5,5,6
16737,13922622,2035,0,0,5,4,5,1,5,2,5,5,5,5,5,2,2,2,2,2,2,2,2,5,5,2,2,2,5,2,2,5,5
16875,13863909,2035,0,0,4,2,3,4,1,2,3,2,1,2,5,1,5,1,3,1,5,1,2,7,4,1,6,7,1,7,2,1,1
17245,11187142,2035,0,0,1,2,4,5,1,1,1,1,1,5,1,4,3,3,1,4,2,1,2,3,3,3,2,2,5,6,3,6,6
17615,12208314,2035,0,0,2,3,3,3,5,5,2,3,1,3,5,3,2,2,2,3,2,3,1,5,4,4,7,5,5,7,7,2,3
18558,9093030,2035,0,0,2,1,5,3,2,1,2,3,1,1,3,4,2,4,3,2,2,4,1,3,3,6,2,5,3,7,7,6,5
19679,7123310,2035,0,0,2,4,4,5,1,1,1,2,1,2,2,2,4,3,1,2,3,3,4,4,2,5,2,6,6,7,2,6,2
22843,5344488,2035,0,0,1,1,4,3,1,2,1,3,1,4,3,2,3,4,3,2,1,3,1,5,6,4,5,6,2,7,1,3,4
21962,3138776,9385,0,0,2,1,2,4,1,1,1,1,1,4,2,3,3,3,2,2,2,2,3,6,5,5,2,5,1,6,6,5,5
12692,12211998,8365,0,0,4,4,4,1,5,3,5,5,5,3,3,2,3,4,2,3,2,3,1,3,7,5,7,4,2,7,5,5,4
21891,4832411,8335,0,0,1,1,2,2,1,2,1,2,1,4,2,2,3,3,3,1,3,3,2,3,2,5,4,5,6,6,3,5,4
8221,6194692,8482,0,0,5,4,3,3,5,5,5,5,5,1,2,4,3,3,2,4,3,3,1,5,1,6,3,4,3,6,3,5,4
11032,1186435,8482,0,0,1,1,3,5,4,1,1,2,1,1,5,3,2,4,3,4,1,2,1,1,1,7,1,4,4,6,4,7,7
7569,255950,2021,0,0,3,4,4,2,5,5,4,3,5,3,3,3,3,3,3,1,2,3,2,6,3,3,6,1,2,4,3,3,3
23543,2855419,8996,0,0,3,4,4,5,5,1,2,3,1,2,2,3,2,4,3,3,3,2,2,5,6,6,5,2,6,6,5,5,5
10908,1697822,2019,0,0,5,2,5,4,2,5,5,5,5,3,3,3,3,3,3,2,2,2,2,5,3,6,3,6,5,7,3,7,2
10099,6242717,8573,0,0,4,2,4,3,2,1,2,3,1,1,1,4,1,4,3,3,3,3,3,1,2,6,3,5,6,7,5,6,2
2442,13830564,617,0,0,5,5,4,1,2,4,3,4,5,3,2,3,3,4,3,4,1,2,1,3,2,6,2,6,6,7,3,6,5
4754,2393263,3645,0,0,5,4,4,3,5,5,5,5,4,3,3,3,3,4,2,2,3,2,1,7,6,6,1,5,6,7,6,7,1
7339,1422419,8545,0,0,2,2,5,3,3,3,1,3,1,3,2,3,3,3,3,3,2,2,2,5,2,5,5,4,5,5,4,4,4
11185,6204478,9060,0,0,2,4,5,5,5,1,1,1,1,2,2,5,3,4,3,2,3,1,1,6,5,7,5,5,5,6,3,5,5
7039,3052573,2042,0,0,4,4,4,2,5,5,5,4,4,3,3,3,3,3,3,2,2,2,2,5,5,4,4,4,4,4,4,4,4
12620,13547480,2042,0,0,2,3,3,4,2,2,3,3,1,3,3,2,3,2,3,2,2,4,2,2,3,3,4,3,3,5,5,3,3
17591,1876887,2042,0,0,2,2,3,2,3,3,3,3,2,3,3,3,3,3,3,2,3,2,1,2,2,4,4,4,4,5,5,4,6
23749,2324920,2042,0,0,3,3,2,2,2,3,4,3,5,2,3,2,4,4,3,2,2,2,2,5,4,4,5,3,4,7,7,7,3
24921,12975136,2042,0,0,4,2,4,2,2,2,4,4,4,3,2,2,2,5,2,3,4,2,1,2,2,2,6,3,3,6,6,2,3
25245,9202960,2042,0,0,4,4,4,2,4,4,5,3,4,4,4,3,3,3,2,2,1,1,3,3,4,7,4,2,5,5,4,5,5
16808,8364183,2047,0,0,5,4,4,2,3,3,3,3,2,2,3,3,4,2,2,3,3,2,2,5,3,5,5,7,3,6,3,5,5
5704,9227320,396,0,0,4,3,3,3,5,1,2,3,1,3,1,3,3,3,3,2,1,2,5,6,6,7,3,6,5,7,1,7,3
6751,2152324,396,0,0,2,1,1,4,2,1,1,2,2,4,1,4,2,5,2,1,2,4,1,2,6,6,5,2,6,6,5,3,3
8202,1539492,6664,0,0,4,2,4,2,2,4,4,4,3,4,2,3,2,4,2,3,2,2,2,6,2,6,2,6,3,7,3,6,3
14155,6010204,6666,0,0,4,2,3,2,4,4,4,3,4,4,2,2,3,2,3,2,2,2,4,3,6,3,6,5,6,5,5,3,2
17165,2340389,368,0,0,4,4,3,5,4,4,2,3,1,4,3,4,3,4,2,1,1,3,1,5,1,7,6,4,6,6,5,1,7
862,4532795,1226,0,0,5,5,4,1,4,4,3,4,2,1,2,2,3,4,3,3,3,3,2,5,3,7,5,6,4,6,3,5,3
5330,5890724,1226,0,0,2,1,5,4,2,1,3,3,2,2,3,5,2,4,3,3,1,2,1,6,3,7,2,6,1,6,3,4,3
7098,235113,6665,0,0,4,4,3,2,2,2,2,3,2,2,3,2,2,3,2,3,3,3,3,3,3,5,5,3,5,5,3,3,5
7123,8804905,1226,0,0,4,4,2,4,4,2,2,3,4,3,3,2,2,3,4,2,2,2,3,2,2,2,5,5,6,6,6,5,6
9903,13184115,1226,0,0,2,2,4,5,1,1,3,2,1,2,2,2,2,4,3,3,2,3,3,5,2,3,6,5,3,6,5,2,4
19539,2614990,1221,0,0,1,1,5,3,3,1,1,1,1,1,3,2,3,3,3,3,3,3,2,2,2,5,3,4,5,3,4,4,2
19208,4085121,8337,0,0,2,1,1,5,1,1,3,1,2,3,2,3,4,3,2,2,2,2,3,6,6,5,5,5,6,6,6,6,4
9452,7939709,2786,0,0,3,3,3,3,3,1,3,3,1,1,2,3,3,4,3,3,2,2,3,7,7,7,7,7,3,7,3,1,2
13853,6568444,6682,0,0,2,2,3,3,3,2,2,3,2,2,3,2,3,3,3,3,3,3,1,2,4,5,4,4,6,6,2,6,5
